title,reply
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,하드웨어에 대한 부분은 크게 달라진점이 없다는점 강조해주셔서 역시 테크튜버 인정합니다! 앞으로도 전문적인 리뷰 부탁드려요.
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"언제나 솔직하게 리뷰해 주시니까 보기가 좋습니다.ㅎㅎ 전작에 비해 관심도가 확실히 많이 떨어지는 것이 저같은 일반인도 느껴지는데 그러한 부분을 언급하기는 사실 쉽지는 않죠. 
이번에 23울트라  사전 예약해서 구매할 예정인데 저도 사실은 디자인도 그렇고 크게 끌리진 않더라고요. 색상도 제가 원하는 것들이 별로 없기도 하고. 
그럼에도 공식 케이스들이 상당히 예쁘게 나오는 것 같아서 그거 하나 위안 삼고 있습니다. 이번에는 부디 GOS 사태처럼 이미지 나락가는 일이 없었으면 좋겠습니다. 그래도 그나마 S시리즈에 정을 두고 있는 사람이라ㅎㅎ 아 근데 혹시 고릴라 글래스 2면 액정보호 필름 같은건 굳이 안씌어도 될까요?"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,가격이 비싸지더라도 차라리 이렇게 완성도를 높이는 게 소비자들이 가장 원하는 게 아닐까 싶네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"전 기존의 컨투어컷이 너무 디자인도 별로고 그립감도 좋지 않았어서 그런지, 이번에 물방울 디자인 너무 깔쌈하니(깔끔+쌈빡) 맘에 들던데. 역시 사람마다 보는 눈이 다르군요 ㅎㅎ"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,이번에 언팩행사에서 카메라 강조를 하던데 왜 강조했는지 알겠네요! 확실히 스펙이 업그레이드된게 보입니다 좋은 비교 감사해요 잇섭님!!
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"성능으로 아이폰을 잡는 것은 기존에 격차가 워낙에 커서 무리이지만, 그래도 나름 아이폰과의 격차를 좁힐 정도로 성능이 s22 시리즈 대비 많이 올라간 점이 인상적이네요. 타 스냅8 2세대 탑재 기기들보다는 성능이 높았으면 하는 바램입니다. 다행히도 베이퍼 챔버를 기본형에도 넣어줘서 세 기종 모두 성능 유지는 그럭저럭 될 것 같네요.

23시리즈의 경우 기본형은 셋 중 제일 저렴하고, 울트라는 그나마 S 시리즈 이름값을 하는데, 플러스가 너무 어중간해요. 20만원 더 주고 기본에서 플러스로 넘어갈 메리트가 크진 않아 보입니다. 플러스는 256기가 기준 135만원으로 낼 거면 LPDDR5X 12GB 램을 넣어주든가, 아니면 125만원으로 내던가 했어야 했어요.

S23 시리즈에서 가장 아쉬운 점이라면, 세 기종 모두 Micro SD 슬롯이 없다는 점과, 기본형과 +의 램 용량이 8기가라는 점입니다.

+아래 내용도 영상으로 추가해주셨으면 좋겠습니다.
이제 Micro SD 슬롯을 넣고, 최소 12램, 울트라에는 16램 옵션을 다시 넣어줘야 바람직하다고 생각되네요. 안드로이드는 갈수록 무거워지고, one ui의 기능을 늘어나고 있고.

무엇보다도 8기가의 램으로는 OS 업데이트 4회를 버티는 것은 무리수라 봅니다. 갤럭시 s시리즈 폰은 램은 최소 12기가가 되어야 맞아요."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,겉으로 변경된것보다 전작대비 AP성능(CPU)이 50% 이상 증가한게 제일 큰거 같네요!! 무조건 구매각이네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,전작대비 대부분에서 기능이 향상되었고 문제점이 보완된거 자체로도 큰 성과라고 생각합니다. 이제는 정말 성능면에서는 아이폰과 비교해도 전혀 손색이없고 디테일 차이에서 선호도가 갈릴 것 같아요.
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"잇섭님 영상보다 드는 생각인데,, 잇섭님 가시는 행사장처럼 전문 개발자만큼 완벽한 지식은 아니더라도 국내 삼성매장 직원들도 신제품에 대한 정확한 정보를 어느정도 교육하고 인지했으면 좋겠음,, 뭐 물건때오는 일렉마트나 작은 매장도 아니고 홍대삼성매장은 삼성에서도 신경쓰고 있는 매장일탠데 매번 갈때마다 드는 생각이 직원들 지식이 너무 없음ㅠ 집구석에서 유투브 30분 보고 온 나보다 잘 모르고 어버버거리고ㅠ 나도 모르는거 물어보고 싶은데 그냥 집와서 유튜브 찾아보게 되고 현장가면 그냥 의류매장에서 귀찮게 달라붙는 직원같은 느낌이라 그냥 혼자 구경하겠다고 말함"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"그냥 드는 생각인데 폰을 사람들이 2년 약정을 많이한다치면, 영상에서 이전작 ""+ 전전작"" 스펙도 언급하면 더 좋을 것 같아요. S21 쓰는 입장에서 S23으로 넘어갈지 말지를 결정할 수 있는 부분이라고 생각합니다."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"컨투어 컷을 아쉬워하는 사람들이 많아서 신기하네요~
전 지금 21을 사용하고 있는데 깔끔해진 23이 더 이뻐보이거든요 ㅎㅎ
자세한 리뷰 감사해요~"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,현재 삼성은 주목 덜 받더라도 안정성과 기본에 집중해야될 상황이라 기대반 우려반 입니다 아이폰 쓰고는 있지만 애플 독주를 절대 바라지않고 삼성이 최근 부진을 딛고 애플과 삼성 서로 치열하게 경쟁했으면 좋겠네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,S23은 전작 문제점을 커버 해서 신뢰를 회복하기 위한 느낌인거같습니다 가격을 좀 낮췄으면 하는 바램도 있었지만 전작보다 훨씬 나은거같다라는 평이 나오면 괜찮은거같습니다
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"개인적으로 울트라의 디자인으로 통일한 디자인은 나쁘지 않지만
어찌보면 특징적인 디자인이었던 컨투어컷을 단 2 제품만에 완전히 없애버린게 좀 안타깝다는 생각도 드네요.

당장은 S23이 얼마나 잘나왔든, 디자인이 얼마나 괜찮게 뽑혔든
이미 S22에서 완전히 망가진 신뢰를 어떻게 반등시킬지가 관건이라고 봅니다. 

S23의 출시 소식에 대해 대부분 주변 사람들은
""그래서, 이번엔 어디가 원가절감이 됬는데?""
""그래서, 이번에 GOS는 사라졌데?""
라는 반응을 보인다는 점에서
삼성에 대한 신뢰는 이미 없다 봐도 될 것 같습니다.

아무리 잘 만들었어도 소비자가 기업을 신뢰하지 않는다면 구매를  망설일 수 밖에 없으니까요."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,개인적으로 디자인이 개성은 줄었어도 깔끔해져서 보기 좋은거같음
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"진짜 계속 기달리고있었습니다 잇섭님!!
잇섭님 테스트 보고 살까말까 구매 고민중인데 이렇게 상세하게 설명해주셔서 감사합니다"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"오늘 샘플을 만져봤습니다. 손떨방기능이 미쳤습니다.
과장하자면 액션켐 수준까지  영상 찍는데 별 차이를 모를정도였어요
찍은영상 바로 업로드도 가능한  카메라 손떨림 강화된것 이것 하나만으로도 오른가격 전혀 아깝지 않은 기능입니다."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"막 성능도 오르고 발열도 개선하고 엄청 좋아진 것 같지만, 엄청난 향상이나 보완이 아닌 이전의 태만을 드디어 개선한것 뿐이라는 느낌이라; 게다가 그런 느낌마저 퇴색시킬만큼 가격도 충분히 올랐으니.. 기본형이 괜찮아 보이긴하지만 이미 신뢰가 없기 때문에 다양한 실성능평가가 나올 때까지 기다려봐야겠군요. 그걸보고 어느정도 신뢰가 다시 생긴후에야 또 속는셈치고 살 듯 합니다."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,기계는 진짜 잘 나온듯. 가격 인상도 사실 지금까지 가격 동결했던 거 생각하면 이해 안될 수준은 아닌거같음. 물론 사전예약한 사람들 호구만드는 할인 + 감가 때문에 6개월~1년 정도 지난 후 구매 고려하면 좋을듯.
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"다른 여러 유튜버들의 s23 내용은 다들 똑같이 식상한데, 잇섭님은 역시 다르네요. 꼼꼼히 비교해주시고 예비 유저들이 어떤걸 궁금해 하는지 아시는 같아요 감사합니다 좋아요 꾹 누르고 갑니다"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"잇섭님이 이번 s23 일반모델에 끌리는 이유가

s23 일반모델과 아이폰14프로 모델 화면 크기가 거의 같아서 이질감도 없고
120Hz 주사율 같고
무게도 가볍고 왠만한 기능 다 있고
그래서 잇섭님이 일반모델에 더 끌리는 거 아닐까 하네요.
14프로 솔직히 크기에 비해 넘 무겁잖아요 ㅎ

제가 그렇거든요 ㅎㅎ

이제 s20플러스를 보내줘야 할려나요.
22년 10월에 메인보드빼고 다 올갈이를 하긴했는데
적당한 크기에 괜찮은폰 쓰고 싶네요"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,잇섭님 항상 잘 보고 있습니다 s22울트라와 s23울트라 카메라 차이를 냉정하게 비교하는 영상이 보고 싶네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,저희쪽에 사용하던 스마트폰 판매문의가 빗발치고 있는데 S23 출시의 영향이 있는 듯 합니다. 이번에 카메라 성능이 너무 좋아져서 기대되네요 :)!
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,전작에 비해선 많이 올랐지만 아이폰 가격 생각해보면 이 성능에 이 가격은 합리적이라고 생각되네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"잇섭님 영상만 기다렸어요! 제일 잘 설명해주시는 듯! 동영상 촬영 특히 야간 촬영 개선이 궁금하네요.  S22U 사용 중이고 사진,영상 자주 찍는데 야간은 진짜 특히 동영상 야간촬영 너무 안좋은데 그 부분 개선 되었나 궁금"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"디자인이 젤 맘에 드네요. 특히 물방울 카메라 깔끔하니 아주 좋아보입니다. 궁금해서 s23 성능비교 영상 찾아봤는데 cpu 는 아이폰14 많이 따라갔고 gpu는 더 좋은성능을 수치로, 보여주더군요. s23 지금까지 나올 갤럭시폰중에 끝판왕이 아닐까 싶습니다."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"울트라 모델의 S펜 레이턴시도 얼마나 개선되었을 지가 궁금한데, 노트20 울트라와 S22 울트라, S23 울트라 3개의 기종을 나란히 두고 비교해주세요."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,s22u 디자인 좋아했던 1인으로서 이번에 23u의 디자인에 큰 변화가 없었다는게 마음에 듬
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"내 생각은 플래그십 모델은 원가 절감해서 성능을 떨어 뜨리기 보다 가격을 조금 올려서라도 더 완벽한 제품을 출시하는게 맞다고 봄.
보급형 라인이 있으니깐 ㅋㅋ

기본적인 성능면에서 아이폰 많이 따라잡긴 했네. 선방 했다고 봄.
디자인은 개인적인 취향에서 아쉬움. 갤럭시만의 개성이 사라진 느낌
아이폰처럼 개성 있고 갤럭시의 확고한 디자인이 필요한 시점"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,프로 앱등이지만 이번 갤럭시 충분히 예쁘게 잘나온것 같은데 ㅋㅋ 이번 영상은 유독 평가가 박한것 같은 느낌이네요 실사용 후기도 기다리겠습니다
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"옛날에 비해 성능만 확실하면 아무리 비싸도 사줄 소비자가 많아진 이상 
이젠 가격 경쟁이 아니라 성능 경쟁으로 가는거 같네요."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"의외인 점은 칩개선으로 기본형은 챔버 안넣어줄 줄 알았는데 넣었다는거.
챔버를 넣고 배터리도 늘렸는데 무게가 전작이랑 같은건 신기하네요."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"실제 가서 봐보니까 s22 기본형, 플러스 모델이 압도적으로 이쁘던데.. s22 울트라에 비해서.. 이번엔 왜 안이쁜 s22 울트라 계승모델이 나왔는지 모르겠네요. 어차피 케이스 씌워서 크게 상관없긴 하지만.. 만약 구매한다면 가장 땡기는점은 gos 성능이슈 프로세서 개선, 발열 개선이겠네요."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"스펙때문에 항상 울트라를 고집하곤했는데... 이번 디자인때문에 기본과 + 고민하다 +쪽으로 굳히려고합니다

AP쪽이야 기존에 노트20U쓰고있어서 체감은 엄청날거같네요

무엇보다 울트라만 밀어주던 방식에서 이제 3라인스펙차이를 줄이면서 굳이 돈 더주면서까지 울트라를 살필요가 없어진듯한 느낌"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,기존 모델들중 베이퍼챔버 넣은 모델도 영상도 못찍을정도로 발열을 못잡았으니 아무리 이번 칩이 나아졌다고 해도 그렇게 큰 기대까진 안가네요. 물론 삼통 써야하는 입장이라 답 없긴 합니다만 이번엔 제발 성능유지도 됬으면 좋겠습니다.
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,전 예전의 GOS 이슈가 어떻게 해결되었는지가 가장 궁금하긴 했슴다. 디테일한 리뷰를 보고 기기를 바꿀건지 봐야겠네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"AP 성능이 엄청 좋아진 것을 기대합니다. 이번에 폰을 바꿀 시기가 되어서 노멀을 살지 플러스를 살지 고민 중인데, 실제 기기를 사용했을 때 얼마나 큰 차이가 있을지를 몰라서 선택이 쫌 주저되네요."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,디자인이 더 저렴하다는 느낌이 없지않아 있긴해도 상향된 기술과 카메라를 비교했을때는 디자인이 큰 문제가 되지는 않을듯
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,CPU도 거의 따라잡았고 GPU는 능가했고 아이폰을 써야할 유일한 이유가 게이밍 성능 때문이었는데 이렇게만 기기 성능의 상승세를 유지한다면 이제는 아이폰을 쓸 이유가 없어질 듯. 물론 다음 세대에서 또 이상한 뻘짓할까봐 의문스럽기도 하지만..
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"GOS가 워낙 여파가 컷던것인지…그외에 이슈들은 많이 뭍혀버린듯하네요.ㅎㅎㅎ
(삼멤에서는 당시 사전예약 사은품의 품질/배송관련 에서도 뒤집어 졌었는데….이번엔 좀 잘해줬으면…)
앞에서 언급했다시피 gos가 워낙 큰 이슈로 자리매김을 해서 기기성능의 변화를 많은 분들이 원하신듯한데…
저는 오히려 그부분 보다 사건(?)직후 삼성의 대응에 진절머리가 나서…아이폰으로 변경한 계기가 되었었고 만족스럽게 쓰고 있습니다만…
제가 안쓴다고 저질 앱등이(일부)들 마냥 타제조사 제품을 비방만 할순 없죠.ㅎㅎㅎ삼엽충(일부)도 마찬가지지만요..
출시하기전부터 출시직후 떠도는 각종 벤치 성능들 만(?)보면 정말 근접하게 쫒아온듯 하구요, 근데…갤23U와 아이폰14프맥과 비교였나?그냥 14프로랑 비교하신건가요?

뭐 암튼 잇섭님이 추후 자세한 리뷰를 해주시겠지만…저는 이제 bar형 스맛폰에선 애플로 떠나갔지만 그렇다고 삼성에 대한 애정이 없는건 아니니까…
바라는 점?궁금한점 들이 몇가지가 있네요.

1. 8gen2 와 8gen2 for galaxy 의 성능차이
2.for galaxy 칩을 추후 모델들에도 한결같이 탑재하는가? (폴드에도?)
3.시스템 안정화가 찾아오는 약 2~3개월후(소위 길이 들여지는 기간이랄까요?ㅎㅎㅎ)초기 홍보된 성능이 그대로 유지되는가?
4. 추후 만약 시스템 업그레이드란 명목으로 강제 성능 제한을 또!!할 가능성은 없는가…

요정도네요…
달사진을 찍을수 있다….정말 많이 광고하고 벌써 여러 유튜버 분들이 추위에 무릅쓰고 고생들 하시는데요…
저는 좀 이해가 안가더라구요…
작년의 그 온 매체에 들락날락 거리며 이슈를 탔던 대표적인 gos에 관련된 변화내용이나 그런것들은 거의 안보이고 카메라 관련 내용은 간간히 뉴스에도 나오더라구요?
아니 페이커까지 등장시켜놓고….음….
작년에 gos터지기 직전 당시 언팩보고 느김이 쎄~~해서 아이폰으로 넘어 간거였거든요?
근데 아….이번에도 느낌이 완전히 깔끔하지 않아서 찝찝하네요….
뭐 암튼 사전예약자들이 (일반구매자들 포함)물건을받고, 한동안 실 사용들 하고 난후에가 되어야 이 찝찝함이 없어질까 싶네요…
제발…어차피 플러스와 일반모델은 썽(?)에 안차서 구입하면 울트라로 갈생각인데….
이 좋은(?)분위기가 끝까지 갔으면 하네요.
진짜 제 목적은 다음 z폴드5 니까….요…ㅎㅎㅎㅎㅎ

ps : 마지막 엔딩에 유출관련 대화 말인데요…
개인적으로는 유출은 없다고 생각 합니다.
각 제조사 마다 그냥""흘리는 것""이라고 생각해요. 한두해도,한두번도 아닌데….ㅎㅎㅎㅎ대기업의 잔머리 랄까요….(개인적인 생각입니다 ㅎㅎ)"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"이번에는 뭔가 삼성에서도 급차이를 두는것보다 전작의 비판점에대해 개선점이 많았고, 그에따라 물가도 오르고, 급차이 안 두면서 함께 가격이 오른게 아닐지! 가격은 아이폰 14도 오르고, 한거 보면 어쩔수 없는 부분 같아요.."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"폴드4 사용하고 있지만... s23 apu가 진짜 좋은 것 같다...
특히 전성비... 폴드4로도 배터리 타임 만족 하며 사용 중인데..
s23은 아마 배터리 효율이 더 좋아 졌을 것 같다.."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,매번 혁신적인 디자인 성능향상보다는 중간중간에 이렇게 다듬는 기간이 있어야 좋은듯 그리고 삼성은 고객들 의견 수렴해서 개선해나가는 모습이 좋음
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,15만원 오르긴 했지만 막상 다때려넣고 기본형 140이상 받으면 그것도 그대로 문제일듯 합니다. 아이폰 14도 다이나믹 아일랜드로 엄청 이슈몰이는 했지만 정작 170만원이란 말도안되는 가격 장벽때문에 주변에 쓰는사람은 찾아보기가 힘드네요. 샤오미 플래그쉽도 90이 넘는 세상이니까요.
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"소소한 변화만을 주어 리스크를 많이 감소시키고자 출시한
갤럭시 불경기 에디션이 되지 않을까 싶네요(지극히 개인적인 사견입니다)"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"카메라에 블러가 좀 낀거같다하셨는데.. 아이폰14프로랑 카메라 색감 비교도 궁금해요 전 아이폰 특유의 블러 낀것같은? 사실적인것보단 뽀얀 색감이 좋은데, 이번에 23카메라 직접보니깐 색감이 꽤 맘에 들더라구요 ㅎㅎ 잇섭님 비교리뷰도 궁금해요 !!"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"갤럭시는 앞으로 폴더플 시리즈에 집중할 가능성이 아무래도 높겠죠. 왜냐하면 애플이 아직 들어오지 않은 시장이니까

바타입 갤럭시는 디자인적으로도 더이상 할게 없는 분야이기도하니"
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,기본 모델은 가성비가 상당히 좋아진 편이네요 물론 바꿀 생각은 없지만
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,이번에는 디자인도그렇고 바뀐게 별로없긴하지만 CPU랑GPU가 크게 바뀌었다는게 큰장점인거같아요 ㅎㅎ
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,"카메라 변경점이 화질도 화질이지만 저 배율 바꿀 때애니메이션이 진짜 대박임
물론 아이폰만큼은 아직 아니지만
센서마다 화이트밸런스 세팅도 비슷하게 해놔서 그런지 22울트라처럼 색감이확확 바뀌는것도 없고 배율 바뀌면서 확대되는 애니메이션이 진짜 좋아지긴함
이번에도 실기기 나와서 뭔가 하나 터지지 않는 이상은 20번대중에서는 최고기기인거같음(20울트라는 디자인+무게에 욕먹었지만, 같은 가격에 디자인도 은근 잡았기 때문에)

칩셋 싱글만 보면 좀 아쉽지만 사실 1500점대면 현시점에서도 부족함 없는 성능이고, 멀티코어는 비슷하며, 전성비도 크게 좋아지고, 그래픽이 훨씬 좋다는건 긍정적인거같음
특히나 게임같은 부분은 그래픽이 좀더 중요하다는걸 생각하면..... 어차피 실생활 편안함은 칩셋이 아니라 소프트웨어가 더 중요한거라 최적화가 더중요한거고
다만 a17에서 싱글이 이제는 정말 2000점 가까이 나오고 공정이다른  tsmc 3나노로 제작이될텐데 이 갭을 24나 폴드5에서 어떻게 한번 더 메꾸느냐가 더중요할듯, 물론 8g2+이런것도 3나노에서 제작이 되긴 하겠지만
이젠 다시 민심을 회복할 기기였다면 다시 치고올라오는 제품이한번더 나와야됨

동영상은 센서쉬프트 아직도 없는게 좀 그렇긴 한데, 반대로 3배랑 10배는 배율대비 엄청 잘잡아주는 모습이고 광각도 좋아졌다고 하니... 그나마 그 동영상에서 아쉬운 비트레이트랑 색감이 확실히 돌아온거같음... 삼성 미러리스가 화이트밸런스랑 색톤이진짜 기가막혔는데.... 특히나 동영상 촬영에도.... 재드래곤님 카메라 관련 한마디로 이게 이렇게 됐나....ㅋㅋㅋㅋ
ois자체가 보정각 자체는 약간의 향상이 맞는데, 야간영상이나 이 블러랑 잔상,진동 튀는게 확실히 잘잡아주는거같음

그리고 북3시리즈에 대해서 리뷰해주세요! 이번에 119만원이라는 말도 안되는 가격으로 구매가 가능해서.... 250만원짜리 신형 그램이랑... 비교를..."
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,원가절감 안 하고 대신 가격에 다 반영 ㄷㄷㄷ
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,카메라 디테일은 전작이 훨씬 더 좋네요! 이번 건 그 부분에서는 마이너스가 확실하네요!
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,오늘 삼성서비스센터가서 실물 봤는데 전 생각보다 너무 이뻐서 놀랐어요 ㅋㅋ 컬러감도 흔하지않고 생각보다 고급져서 많이달라졌구나 했네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,칩셋성능의 향상으로 카메라도 좀 더 개선된듯 싶네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,이번에 급차이를 많이 줄인것도 장점 같네요. 칩셋이 훨신 좋아졌고 전세계가 스냅드래곤 탑재해서 좋고요.
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,장단점을 완벽하게 딱 집어주고 광고나 대여 이런거 상관없이 객관적으로 말해주는게 좋네요
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,지금 기본형이 크기대비 챔버 비율 월등히 높아서 울트라보다 성능이 더 잘나오는 아이러니한 상황이던데....기본형도 이번엔 많이 팔릴듯
삼성의 새로운 갤럭시 S23 전 시리즈 언빡싱&달라진 핵심기능 7가지! 15만원 오른 가치가 있을까요?,S22울트라랑 S23울트라랑 카메라 CPU향상도 있지만 사운드 음질 차이도 어마무시합니다!! 오죽하면 기기 음악 동시에 틀어 양쪽 귀에 돌아가면서 들어보고 아니면 한대씩 동일 조건에서 수십번 비교해도 저음 향상 월등합니다!!
